DeviceName,Dew_Point,Indoor_Humidity,Indoor_Temperature,Outdoor_Humidity,Outdoor_Temperature,Discharge_Pressure,Discharge_Temperature,kW,Power_Factor,Volts_Line_to_Line,Volts_Line_to_Neutral
store0010-RackA,45.75,37.14,72.57,,72.75,219.5,,34.9,0.72,586.4,338.3
store0010-RackA,45.75,37.14,72.57,,72.75,219.5,,27.3,0.76,587.6,339.0
store0010-RackA,45.75,37.14,72.52,,72.75,209.4,,35.1,0.72,585.6,338.0
store0010-RackA,45.75,37.11,72.52,,72.72,218.5,,46.0,0.72,584.8,337.6
store0010-RackA,45.82,37.11,72.52,,72.66,233.1,,45.7,0.71,585.2,337.8
store0010-RackA,45.54,36.66,72.52,,72.52,233.5,,39.9,0.75,584.9,337.7
store0010-RackA,45.54,36.66,72.52,,72.43,228.1,,38.8,0.75,586.2,338.4
store0010-RackA,45.37,36.66,72.52,,72.34,228.8,,45.2,0.71,584.5,337.3
store0010-RackA,45.37,36.66,72.52,,72.34,228.8,,44.1,0.71,583.8,336.9
store0010-RackA,45.12,36.66,72.52,,72.34,227.7,,42.5,0.69,584.3,337.3
store0010-RackA,45.68,36.91,72.52,,72.37,231.9,,36.9,0.74,584.9,337.7
store0010-RackA,45.25,36.91,72.52,,72.37,229.4,,35.8,0.72,584.4,337.4
store0010-RackA,45.61,36.91,72.72,,72.57,226.9,,43.4,0.71,583.8,337.0
store0010-RackA,45.61,36.91,72.61,,72.61,229.9,,42.6,0.69,584.1,337.2
store0010-RackA,45.61,36.91,72.61,,72.61,237.8,,43.8,0.71,584.6,337.4
store0010-RackA,45.61,36.91,72.61,,72.61,237.8,,43.0,0.7,583.1,336.5
store0010-RackA,46.15,37.44,72.66,,72.61,235.8,,36.3,0.74,584.5,337.4
store0010-RackA,46.15,37.44,72.66,,72.61,235.8,,36.1,0.73,585.1,337.7
store0010-RackA,45.9,37.44,72.66,,72.61,227.5,,36.2,0.73,584.5,337.4
store0010-RackA,45.9,36.56,72.66,,72.61,232.4,,42.6,0.7,583.0,336.5
store0010-RackA,45.9,36.56,72.66,,72.28,232.4,,41.1,0.69,584.5,337.4
store0010-RackA,45.9,36.56,72.66,,72.28,232.4,,37.4,0.74,583.2,336.6
store0010-RackA,44.96,35.91,72.66,,72.23,232.4,,36.8,0.73,583.7,336.8
store0010-RackA,45.66,35.91,72.66,,72.23,226.7,,42.3,0.7,583.5,336.7
store0010-RackA,44.98,35.91,72.66,,72.23,226.7,,42.4,0.7,583.6,336.8
store0010-RackA,45.05,36.08,72.66,,72.23,216.4,,26.0,0.75,585.4,337.8
store0010-RackA,45.05,36.08,72.66,,72.95,217.8,,37.0,0.74,583.6,336.9
store0010-RackA,45.1,36.69,72.66,,73.09,231.4,,37.0,0.74,583.9,336.9
store0010-RackA,45.1,36.69,72.66,,73.09,231.4,,43.1,0.7,583.2,336.5
store0010-RackA,44.83,36.16,72.66,,73.13,228.3,,41.8,0.7,583.0,336.5
store0010-RackA,44.74,36.06,72.66,,73.13,231.7,,42.8,0.7,582.9,336.5
store0010-RackA,44.76,36.38,72.43,,73.22,231.7,,36.6,0.74,583.5,336.8
store0010-RackA,44.76,35.28,72.46,,73.22,219.9,,36.0,0.73,583.8,337.1
store0010-RackA,45.0,35.88,72.46,,73.22,212.8,,41.2,0.69,583.9,337.0
store0010-RackA,44.38,35.38,72.46,,73.22,214.4,,43.7,0.7,583.9,337.1
store0010-RackA,44.38,35.38,72.46,,73.22,214.4,,46.7,0.73,583.3,336.7
store0010-RackA,44.38,35.38,72.46,,73.22,217.1,,35.5,0.72,583.7,337.0
store0010-RackA,44.38,36.64,72.46,,73.22,212.2,,37.6,0.74,583.3,336.7
store0010-RackA,44.38,36.36,72.46,,73.22,212.2,,48.2,0.72,583.4,336.7
store0010-RackA,44.71,36.18,72.46,,73.36,221.7,,48.2,0.74,582.6,336.3
store0010-RackA,44.56,36.18,72.46,,73.65,221.7,,57.4,0.72,582.9,336.4
store0010-RackA,44.58,36.18,72.46,,73.74,218.9,,54.6,0.71,581.7,335.8
store0010-RackA,44.58,36.18,72.46,,73.74,218.9,,46.4,0.72,583.8,337.0
store0010-RackA,44.49,35.81,72.28,,73.8,218.9,,47.4,0.73,583.4,336.8
store0010-RackA,44.49,35.81,72.28,,73.83,216.6,,47.0,0.73,583.9,337.0
store0010-RackA,44.47,35.81,72.28,,73.83,216.6,,37.9,0.74,584.9,337.6
store0010-RackA,44.47,35.3,72.28,,73.83,203.9,,37.0,0.74,584.0,337.1
store0010-RackA,45.21,35.3,72.28,,73.56,170.8,,41.1,0.69,584.1,337.1
store0010-RackA,45.21,35.3,72.28,,73.56,175.0,,32.4,0.7,584.2,337.2
store0010-RackA,44.8,36.23,72.28,,73.42,175.0,,34.0,0.71,584.0,337.1
store0010-RackA,44.64,36.23,72.19,,73.33,175.2,,36.0,0.72,585.4,337.9
store0010-RackA,44.64,35.68,72.23,,73.27,183.5,,45.2,0.72,583.9,337.0
store0010-RackA,44.42,35.68,72.23,,73.04,191.4,,43.3,0.7,585.8,338.1
store0010-RackA,44.42,36.41,72.23,,72.9,195.0,,35.9,0.73,584.9,337.6
store0010-RackA,44.42,36.43,72.23,,72.81,192.8,,35.5,0.72,586.3,338.4
store0010-RackA,44.42,36.43,72.23,,72.81,192.8,,44.3,0.71,585.6,338.0
store0010-RackA,44.42,36.43,72.23,,72.84,200.2,,43.6,0.7,585.7,338.1
store0010-RackA,45.16,36.58,72.23,,72.84,201.1,,34.9,0.72,584.3,337.3
store0010-RackA,44.92,35.96,72.37,,72.84,193.4,,35.1,0.72,584.7,337.5
store0010-RackA,45.14,36.48,72.37,,72.84,182.5,,43.7,0.71,584.8,337.5
store0010-RackA,44.85,36.28,72.37,,72.46,182.5,,38.0,0.67,583.9,337.1
store0010-RackA,45.36,36.94,72.37,,72.46,193.6,,33.7,0.71,584.4,337.3
store0010-RackA,45.36,36.94,72.37,,72.46,193.6,,33.5,0.71,584.7,337.4
store0010-RackA,45.36,36.96,72.37,,72.46,193.6,,42.2,0.7,583.9,337.0
store0010-RackA,45.19,36.46,72.37,,72.46,192.2,,31.3,0.69,584.3,337.2
store0010-RackA,44.89,36.46,72.37,,72.46,191.1,,31.7,0.69,584.3,337.1
store0010-RackA,44.89,36.46,72.37,,72.46,191.6,,31.6,0.7,582.7,336.3
store0010-RackA,44.89,36.46,72.37,,72.46,191.6,,31.8,0.69,583.6,336.8
store0010-RackA,44.73,36.26,72.37,,72.46,178.1,,29.7,0.67,584.3,337.3
store0010-RackA,44.73,36.26,72.37,,72.46,178.1,,23.2,0.71,585.8,338.1
store0010-RackA,45.34,36.26,72.37,,72.46,181.9,,24.9,0.74,585.5,338.0
store0010-RackA,45.34,36.79,72.37,,72.46,185.2,,33.8,0.71,584.2,337.1
store0010-RackA,45.34,37.34,72.37,,72.52,193.8,,39.3,0.68,583.1,336.6
store0010-RackA,45.32,37.24,72.37,,72.52,190.5,,32.4,0.7,582.5,336.3
store0010-RackA,45.63,37.31,72.37,,72.43,203.4,,39.1,0.75,584.0,337.1
store0010-RackA,45.63,37.31,72.37,,72.43,203.4,,37.5,0.74,583.1,336.5
store0010-RackA,45.39,37.36,72.37,,72.43,203.4,,46.1,0.72,581.5,335.6
store0010-RackA,45.41,37.36,72.37,,72.43,207.5,,48.5,0.68,581.3,335.5
store0010-RackA,45.77,37.36,72.37,,72.43,177.2,,37.1,0.74,583.0,336.5
store0010-RackA,45.73,37.51,72.37,,72.57,180.2,,37.1,0.74,582.2,336.0
store0010-RackA,45.73,37.54,72.37,,72.61,184.4,,37.5,0.74,583.1,336.5
store0010-RackA,45.52,37.54,72.1,,72.72,196.3,,36.6,0.73,583.2,336.5
store0010-RackA,45.52,37.54,72.1,,72.72,202.2,,43.5,0.71,582.0,335.9
store0010-RackA,45.52,37.04,72.1,,72.75,202.2,,42.4,0.69,582.8,336.4
store0010-RackA,46.02,38.09,72.1,,72.75,202.2,,42.2,0.69,582.1,336.0
store0010-RackA,46.02,38.09,72.1,,72.75,198.9,,34.7,0.71,584.1,337.2
store0010-RackA,45.54,38.09,72.1,,72.75,198.9,,33.8,0.7,584.1,337.1
store0010-RackA,45.72,38.09,72.14,,72.75,181.4,,34.4,0.72,582.3,336.1
store0010-RackA,45.72,38.09,72.14,,72.75,195.8,,33.7,0.71,583.0,336.5
store0010-RackA,45.72,38.09,72.14,,72.75,195.8,,39.3,0.67,583.7,336.8
store0010-RackA,45.66,37.21,72.14,,72.75,194.5,,32.0,0.7,583.7,336.9
store0010-RackA,45.97,37.71,72.14,,72.75,189.5,,31.0,0.69,583.1,336.5
store0010-RackA,45.97,37.84,72.14,,72.75,188.6,,36.2,0.73,583.6,336.7
store0010-RackA,45.93,37.92,72.14,,72.75,199.9,,36.4,0.74,583.4,336.6
store0010-RackA,46.06,37.92,72.14,,72.75,188.3,,40.0,0.68,583.7,336.8
store0010-RackA,46.2,37.92,72.34,,72.75,198.4,,40.4,0.68,584.1,337.0
store0010-RackA,46.2,37.92,72.34,,72.75,198.4,,43.5,0.71,583.3,336.6
store0010-RackA,46.44,38.12,72.34,,72.75,198.4,,34.4,0.72,584.1,337.0
store0010-RackA,46.44,38.12,72.34,,72.75,197.4,,34.7,0.72,584.4,337.2
store0010-RackA,46.0,38.12,72.34,,72.75,199.2,,43.4,0.71,583.6,336.8
store0010-RackA,46.17,37.99,72.43,,72.75,202.7,,43.3,0.7,583.6,336.9
store0010-RackA,46.38,38.22,72.43,,72.28,199.5,,44.0,0.7,583.3,336.6
store0010-RackA,46.27,38.22,72.46,,72.28,206.7,,37.6,0.74,583.4,336.8
store0010-RackA,46.27,38.22,72.46,,72.28,206.7,,45.6,0.72,583.1,336.6
store0010-RackA,46.27,38.22,72.46,,72.23,209.7,,45.5,0.72,583.0,336.5
store0010-RackA,46.27,37.97,72.46,,72.23,213.3,,44.5,0.71,584.4,337.4
store0010-RackA,46.33,37.89,72.46,,72.19,209.2,,36.3,0.73,584.8,337.6
store0010-RackA,46.33,37.64,72.52,,72.0,209.4,,47.9,0.73,583.7,336.9
store0010-RackA,45.61,36.86,72.52,,72.0,215.6,,48.3,0.73,583.0,336.5
store0010-RackA,45.61,36.86,72.52,,72.0,213.6,,47.3,0.73,583.9,337.0
store0010-RackA,45.61,36.86,72.52,,71.82,213.6,,47.3,0.72,582.6,336.2
store0010-RackA,46.42,37.94,72.61,,71.91,201.0,,48.4,0.74,583.6,336.9
store0010-RackA,45.68,37.41,72.57,,71.91,201.0,,47.2,0.73,583.2,336.6
store0010-RackA,46.56,37.41,72.66,,71.85,201.0,,48.1,0.74,581.4,335.7
store0010-RackA,46.72,38.72,72.72,,71.85,206.3,,47.0,0.72,581.8,335.8
store0010-RackA,46.85,38.74,72.72,,71.85,212.7,,49.3,0.74,582.8,336.4
store0010-RackA,46.85,38.74,72.72,,71.85,212.7,,49.5,0.74,582.3,336.1
store0010-RackA,46.69,38.74,72.81,,71.85,212.8,,44.3,0.71,582.4,336.1
store0010-RackA,46.98,38.49,72.81,,71.85,217.1,,46.4,0.72,582.4,336.1
store0010-RackA,46.92,38.42,72.81,,71.85,212.5,,47.3,0.73,581.9,335.8
store0010-RackA,46.36,38.42,72.75,,71.85,212.5,,46.8,0.73,583.5,336.8
store0010-RackA,46.36,37.39,72.75,,71.76,214.9,,46.8,0.72,583.9,337.0
store0010-RackA,46.51,37.39,72.75,,71.76,213.1,,46.0,0.72,583.1,336.6
store0010-RackA,46.51,37.39,72.75,,71.76,213.1,,46.6,0.72,583.2,336.7
store0010-RackA,46.51,36.91,72.75,,71.76,213.1,,46.5,0.73,583.4,336.8
store0010-RackA,45.79,36.91,72.75,,71.76,213.1,,45.2,0.71,584.3,337.2
store0010-RackA,45.79,36.96,72.75,,71.76,213.1,,46.2,0.72,583.4,336.7
store0010-RackA,45.79,36.96,72.75,,71.76,210.2,,46.5,0.72,584.3,337.3
store0010-RackA,46.13,36.94,72.75,,71.73,210.2,,35.6,0.72,584.7,337.5
store0010-RackA,46.13,37.44,72.75,,71.73,210.2,,44.4,0.7,584.4,337.3
store0010-RackA,46.13,37.44,72.75,,71.73,210.2,,45.7,0.72,584.0,337.1
store0010-RackA,46.45,37.44,72.75,,71.67,208.9,,46.0,0.72,583.4,336.8
store0010-RackA,46.47,37.44,72.75,,71.67,211.4,,46.3,0.73,583.3,336.6
store0010-RackA,46.47,37.77,72.75,,71.67,211.4,,46.1,0.72,583.6,336.7
store0010-RackA,45.9,37.79,72.75,,71.58,209.9,,46.5,0.72,582.3,336.1
store0010-RackA,45.9,37.79,72.75,,71.58,211.3,,46.3,0.73,582.6,336.2
store0010-RackA,45.9,37.79,72.75,,71.58,211.3,,46.4,0.73,582.0,335.9
store0010-RackA,45.9,37.79,72.75,,71.58,211.3,,35.7,0.72,584.8,337.5
store0010-RackA,46.4,37.79,72.75,,71.47,199.1,,47.0,0.73,581.8,335.9
store0010-RackA,45.63,37.14,72.75,,71.47,206.4,,45.7,0.72,582.4,336.2
store0010-RackA,45.86,37.24,72.75,,71.47,210.0,,44.9,0.71,584.4,337.1
store0010-RackA,45.86,37.24,72.75,,71.53,210.0,,45.8,0.72,583.3,336.6
store0010-RackA,45.73,37.24,72.75,,71.35,207.8,,46.2,0.72,583.2,336.6
store0010-RackA,45.73,37.24,72.75,,71.35,207.8,,45.6,0.72,583.8,337.0
store0010-RackA,46.54,37.24,72.75,,71.38,207.8,,44.9,0.71,583.2,336.6
store0010-RackA,45.64,37.19,72.75,,71.38,209.1,,34.6,0.71,584.4,337.4
store0010-RackA,45.64,37.16,72.75,,71.38,199.4,,34.5,0.71,585.1,337.8
store0010-RackA,46.26,37.69,72.75,,71.62,199.4,,45.4,0.72,584.6,337.4
store0010-RackA,45.95,37.69,72.75,,71.62,207.2,,45.1,0.71,585.2,337.8
store0010-RackA,45.95,37.69,72.75,,71.62,208.3,,45.6,0.72,584.2,337.2
store0010-RackA,45.95,37.69,72.75,,71.62,208.3,,44.8,0.71,584.1,337.0
store0010-RackA,45.95,37.34,72.75,,71.62,208.3,,45.8,0.72,583.3,336.6
store0010-RackA,46.8,37.34,72.75,,71.62,207.0,,35.8,0.72,584.8,337.4
store0010-RackA,46.8,37.61,72.75,,71.62,198.0,,35.7,0.73,582.9,336.5
store0010-RackA,46.22,38.02,72.75,,71.62,201.7,,44.2,0.71,582.9,336.5
store0010-RackA,45.91,38.04,72.75,,71.62,205.5,,45.0,0.71,582.9,336.4
store0010-RackA,45.91,36.89,72.75,,71.62,205.5,,46.0,0.72,582.8,336.3
store0010-RackA,45.91,36.89,72.75,,71.62,205.5,,45.7,0.72,584.7,337.5
store0010-RackA,45.91,36.89,72.75,,71.62,205.5,,45.0,0.71,584.3,337.2
store0010-RackA,45.91,36.89,72.75,,71.62,206.1,,35.3,0.72,585.5,337.9
store0010-RackA,45.77,36.89,72.75,,71.62,193.6,,34.8,0.71,585.8,338.1
store0010-RackA,45.77,36.89,72.75,,71.62,201.6,,45.9,0.72,585.2,337.6
store0010-RackA,45.28,36.41,72.75,,71.29,203.9,,45.2,0.72,585.3,337.7
store0010-RackA,45.52,36.41,72.43,,71.04,203.9,,44.1,0.7,585.6,338.0
store0010-RackA,45.52,36.41,72.43,,71.04,203.9,,44.6,0.71,585.7,337.9
store0010-RackA,45.34,36.41,72.43,,70.99,207.7,,44.3,0.69,586.5,338.5
store0010-RackA,45.27,36.84,72.37,,70.99,204.9,,35.2,0.72,587.3,338.9
store0010-RackA,45.99,36.84,72.46,,70.88,195.2,,45.6,0.71,586.4,338.4
store0010-RackA,45.81,36.84,72.46,,70.93,207.5,,47.0,0.72,585.8,338.1
store0010-RackA,45.81,36.84,72.46,,70.93,208.8,,46.3,0.71,586.3,338.4
store0010-RackA,45.81,36.84,72.46,,70.93,194.1,,46.9,0.72,587.3,338.9
store0010-RackA,45.39,36.61,72.46,,70.84,194.1,,47.4,0.72,587.2,338.8
store0010-RackA,45.54,36.86,72.46,,70.84,196.3,,45.8,0.72,585.6,338.0
store0010-RackA,45.7,36.86,72.52,,70.84,196.3,,45.3,0.71,586.9,338.7
store0010-RackA,46.02,37.41,72.52,,70.84,204.2,,45.8,0.71,587.1,338.8
store0010-RackA,45.68,37.41,72.52,,70.74,210.8,,43.7,0.71,585.9,338.0
store0010-RackA,46.08,37.41,72.52,,70.74,210.8,,44.3,0.7,586.9,338.7
store0010-RackA,46.08,37.41,72.52,,70.74,210.8,,43.7,0.71,582.8,336.2
store0010-RackA,45.97,37.64,72.52,,70.74,210.8,,44.4,0.71,585.9,338.0
store0010-RackA,45.46,37.64,72.52,,70.74,203.4,,43.5,0.7,585.7,338.0
store0010-RackA,44.91,36.16,72.34,,70.7,202.2,,44.6,0.71,587.2,338.8
store0010-RackA,45.5,36.16,72.34,,70.7,205.0,,43.7,0.7,587.9,339.1
store0010-RackA,45.5,36.36,72.34,,70.65,202.7,,44.0,0.7,587.5,339.0
store0010-RackA,45.5,36.36,72.34,,70.59,202.7,,43.9,0.7,586.8,338.6
store0010-RackA,45.5,36.36,72.34,,70.59,202.7,,44.1,0.7,587.0,338.6
store0010-RackA,45.5,37.74,72.34,,70.59,205.3,,43.9,0.7,587.6,339.0
store0010-RackA,44.94,36.69,72.34,,70.59,203.6,,43.9,0.7,587.6,339.1
store0010-RackA,45.37,36.69,72.34,,70.59,202.5,,43.5,0.7,588.6,339.6
store0010-RackA,45.48,36.64,72.34,,70.59,202.5,,44.4,0.7,588.2,339.4
store0010-RackA,45.32,36.64,72.34,,70.79,202.5,,43.5,0.7,588.8,339.7
store0010-RackA,45.32,36.64,72.34,,70.79,202.5,,43.7,0.7,587.6,339.1
store0010-RackA,45.32,36.64,72.34,,70.79,202.5,,43.4,0.7,588.2,339.3
store0010-RackA,45.05,36.64,72.34,,70.79,202.5,,44.0,0.7,589.7,340.3
store0010-RackA,45.05,36.64,72.34,,70.79,202.0,,32.9,0.69,590.5,340.8
store0010-RackA,44.46,35.58,72.34,,70.5,191.6,,32.2,0.69,590.0,340.5
store0010-RackA,45.01,35.58,72.23,,70.34,194.7,,43.2,0.7,588.2,339.5
store0010-RackA,44.69,35.58,72.28,,70.3,194.7,,44.4,0.7,588.2,339.4
store0010-RackA,45.0,36.18,72.28,,70.3,194.7,,43.4,0.7,588.2,339.5
store0010-RackA,45.0,36.18,72.28,,70.3,194.7,,43.5,0.7,588.7,339.7
store0010-RackA,44.73,35.88,72.28,,70.3,207.4,,44.0,0.7,587.7,339.1
store0010-RackA,44.85,35.88,72.28,,70.39,212.2,,43.9,0.71,584.8,337.5
store0010-RackA,44.85,35.88,72.28,,70.39,212.2,,44.0,0.71,583.2,336.6
store0010-RackA,44.4,35.83,72.28,,70.39,213.6,,43.5,0.71,583.9,337.0
store0010-RackA,45.1,36.38,72.28,,70.25,205.6,,34.2,0.72,584.6,337.3
store0010-RackA,45.1,36.38,72.28,,70.25,211.7,,43.5,0.71,584.9,337.5
store0010-RackA,45.1,35.76,72.28,,70.2,211.7,,43.8,0.7,585.8,338.0
store0010-RackA,44.82,35.76,72.28,,70.05,218.6,,44.5,0.71,585.1,337.7
store0010-RackA,44.35,35.76,72.14,,70.05,218.6,,44.2,0.71,585.1,337.7
store0010-RackA,45.07,35.76,72.19,,69.96,219.7,,43.7,0.7,585.6,338.0
store0010-RackA,44.8,35.98,72.19,,69.96,219.7,,44.6,0.71,584.8,337.5
store0010-RackA,45.41,36.74,72.19,,69.96,217.8,,44.4,0.71,584.6,337.4
store0010-RackA,45.41,36.74,72.19,,69.96,217.8,,33.0,0.7,586.7,338.6
store0010-RackA,44.42,35.38,72.19,,70.0,210.2,,33.8,0.71,586.4,338.4
store0010-RackA,44.42,35.68,72.19,,70.0,207.8,,43.1,0.71,585.2,337.7
store0010-RackA,44.58,35.56,72.19,,70.11,207.8,,43.4,0.7,586.3,338.3
store0010-RackA,43.81,35.56,72.19,,70.11,207.8,,43.1,0.7,584.7,337.4
store0010-RackA,44.56,35.56,72.05,,70.11,207.8,,41.7,0.69,584.8,337.4
store0010-RackA,44.33,35.66,72.05,,70.16,201.4,,42.2,0.7,584.8,337.5
store0010-RackA,44.33,35.66,72.05,,70.16,201.4,,42.1,0.69,585.7,338.1
store0010-RackA,44.28,35.66,72.1,,70.16,201.4,,32.8,0.71,585.8,338.0
store0010-RackA,44.28,35.66,72.0,,70.16,188.8,,42.2,0.7,586.1,338.1
store0010-RackA,44.31,35.66,72.0,,70.16,196.4,,41.5,0.69,586.3,338.3
store0010-RackA,44.13,35.05,72.0,,70.16,197.5,,43.1,0.7,585.7,338.0
store0010-RackA,43.74,35.05,72.0,,70.16,197.4,,42.0,0.69,586.4,338.4
store0010-RackA,43.74,35.0,72.0,,70.16,198.4,,42.2,0.69,586.1,338.2
store0010-RackA,43.74,35.0,72.0,,70.16,198.4,,32.2,0.69,587.9,339.3
store0010-RackA,43.74,35.25,72.0,,70.16,190.8,,32.8,0.7,587.7,339.1
store0010-RackA,43.75,34.95,72.0,,69.85,187.2,,41.7,0.68,587.8,339.2
store0010-RackA,43.75,34.95,72.0,,69.82,187.4,,42.6,0.7,586.8,338.6
store0010-RackA,44.08,35.35,72.0,,69.71,190.0,,43.7,0.7,588.1,339.3
store0010-RackA,44.08,35.3,72.0,,69.76,192.1,,42.5,0.68,587.7,339.0
store0010-RackA,44.08,35.3,72.0,,69.76,188.6,,34.1,0.71,588.6,339.7
store0010-RackA,44.76,35.86,72.0,,69.66,188.6,,33.6,0.7,589.7,340.2
store0010-RackA,44.76,35.86,72.0,,69.62,191.1,,35.9,0.73,587.4,339.0
store0010-RackA,44.76,35.86,72.0,,69.62,193.4,,35.6,0.72,587.8,339.2
store0010-RackA,44.76,35.86,72.0,,69.57,207.7,,42.8,0.7,587.4,339.0
store0010-RackA,43.88,35.86,72.0,,69.57,203.9,,44.8,0.71,586.2,338.3
store0010-RackA,43.88,34.98,72.0,,69.57,203.9,,44.0,0.7,587.4,339.1
store0010-RackA,43.88,34.98,72.0,,69.57,203.9,,32.4,0.7,587.0,338.8
store0010-RackA,43.52,34.98,72.0,,69.57,204.7,,32.5,0.69,588.2,339.4
store0010-RackA,44.44,34.98,72.0,,69.57,204.7,,43.1,0.7,587.7,339.2
store0010-RackA,43.68,34.98,72.0,,69.57,204.7,,43.8,0.7,588.7,339.8
store0010-RackA,44.38,34.98,72.0,,69.57,204.7,,43.4,0.7,588.5,339.5
store0010-RackA,43.9,34.98,72.0,,69.57,204.7,,44.0,0.7,586.7,338.4
store0010-RackA,44.64,34.98,72.0,,69.57,197.7,,34.7,0.72,588.4,339.5
store0010-RackA,44.64,34.98,72.0,,69.57,197.7,,23.7,0.72,588.8,339.8
store0010-RackA,44.64,36.16,72.0,,69.57,189.7,,35.6,0.72,588.4,339.5
store0010-RackA,44.26,36.16,72.0,,69.57,205.8,,35.7,0.71,587.4,338.9
store0010-RackA,43.97,35.28,72.34,,69.57,198.8,,43.9,0.71,586.2,338.2
store0010-RackA,43.99,34.7,72.43,,69.57,198.8,,42.7,0.7,587.5,338.9
store0010-RackA,44.71,34.7,72.37,,69.57,210.6,,42.3,0.69,586.7,338.5
store0010-RackA,45.14,34.7,72.37,,69.57,203.8,,32.4,0.69,588.3,339.6
store0010-RackA,45.14,34.7,72.37,,69.57,203.8,,32.4,0.71,582.2,335.9
store0010-RackA,45.14,36.36,72.46,,69.57,200.0,,42.7,0.7,588.2,339.4
store0010-RackA,45.32,36.53,72.46,,69.57,209.1,,45.9,0.71,587.8,339.1
store0010-RackA,45.16,36.56,72.52,,69.57,220.2,,45.0,0.71,587.7,339.1
store0010-RackA,45.16,36.56,72.52,,69.57,220.2,,44.1,0.7,588.7,339.6
store0010-RackA,45.09,36.56,72.52,,69.57,220.2,,34.6,0.71,591.0,341.0
store0010-RackA,45.09,34.4,72.57,,69.57,204.1,,34.5,0.71,589.8,340.2
store0010-RackA,45.09,34.4,72.57,,69.57,204.1,,42.4,0.69,588.8,339.7
store0010-RackA,44.02,34.4,72.57,,69.57,208.3,,41.9,0.69,589.9,340.4
store0010-RackA,45.19,34.4,72.61,,69.57,207.4,,33.2,0.7,589.7,340.3
store0010-RackA,44.74,35.58,72.72,,70.39,203.4,,33.6,0.7,589.0,339.8
store0010-RackA,44.94,35.88,72.72,,70.45,207.0,,41.4,0.68,590.0,340.4
store0010-RackA,44.94,35.88,72.72,,70.54,207.0,,33.9,0.7,591.2,341.0
store0010-RackA,44.94,35.88,72.72,,70.54,205.0,,34.1,0.7,590.6,340.8
store0010-RackA,44.94,35.88,72.66,,70.74,205.0,,42.7,0.69,590.4,340.6
store0010-RackA,44.85,35.88,72.66,,70.74,208.9,,42.0,0.68,590.3,340.5
store0010-RackA,44.82,35.78,72.66,,70.84,208.9,,34.3,0.71,590.2,340.4
store0010-RackA,44.98,35.78,72.66,,70.88,202.0,,34.0,0.7,590.5,340.6
store0010-RackA,44.87,35.78,72.66,,70.88,201.3,,42.1,0.68,590.1,340.5
store0010-RackA,44.87,35.78,72.66,,70.7,201.3,,42.1,0.68,590.2,340.5
store0010-RackA,44.87,35.78,72.66,,70.7,201.3,,32.2,0.68,592.1,341.6
store0010-RackA,44.22,35.78,72.66,,70.5,203.0,,33.0,0.68,592.3,341.7
store0010-RackA,44.53,34.88,72.66,,70.5,202.4,,43.0,0.69,590.5,340.6
store0010-RackA,44.49,35.38,72.66,,70.25,207.8,,42.1,0.68,590.0,340.4
store0010-RackA,44.49,35.76,72.66,,70.2,203.6,,34.1,0.7,591.2,341.1
store0010-RackA,44.56,35.76,72.66,,70.05,203.6,,33.7,0.7,591.3,341.2
store0010-RackA,44.56,35.76,72.66,,70.0,203.6,,41.9,0.69,590.1,340.5
store0010-RackA,44.56,35.76,72.66,,70.0,203.6,,41.3,0.68,589.9,340.4
store0010-RackA,44.51,35.76,72.66,,70.0,206.1,,33.4,0.7,591.2,341.1
store0010-RackA,44.17,33.9,72.66,,70.0,202.7,,33.3,0.69,591.5,341.3
store0010-RackA,44.17,33.9,72.66,,70.34,202.7,,41.4,0.68,589.4,340.1
store0010-RackA,43.79,34.2,72.66,,70.34,207.2,,42.0,0.69,589.4,340.1
store0010-RackA,43.79,34.73,72.66,,70.34,202.2,,34.6,0.71,591.5,341.3
store0010-RackA,43.79,35.23,72.66,,70.34,199.9,,34.2,0.7,591.6,341.3
store0010-RackA,43.79,35.23,72.66,,70.34,199.9,,40.9,0.67,591.6,341.4
store0010-RackA,43.83,35.03,72.66,,70.34,199.9,,31.7,0.68,586.7,338.5
store0010-RackA,44.37,34.9,72.66,,70.3,202.8,,32.2,0.69,586.5,338.5
store0010-RackA,43.29,34.37,72.66,,70.3,199.2,,31.6,0.68,586.6,338.5
store0010-RackA,44.04,34.22,72.66,,70.3,199.2,,40.0,0.67,587.1,338.7
store0010-RackA,44.28,34.22,72.28,,70.3,199.2,,33.3,0.7,588.0,339.3
store0010-RackA,44.28,34.22,72.28,,70.3,197.8,,33.1,0.7,589.0,339.9
store0010-RackA,43.38,33.92,72.19,,70.11,197.8,,33.4,0.7,589.4,340.0
store0010-RackA,44.19,33.92,72.19,,70.11,198.0,,40.9,0.68,589.1,339.8
store0010-RackA,44.19,35.25,72.19,,69.85,198.0,,32.4,0.69,590.1,340.5
store0010-RackA,44.19,35.25,72.05,,69.76,199.1,,32.3,0.69,588.6,339.6
store0010-RackA,43.2,34.1,72.05,,69.66,199.1,,32.6,0.7,586.6,338.4
store0010-RackA,43.03,34.1,72.0,,69.66,199.1,,41.2,0.69,585.7,337.9
store0010-RackA,43.03,34.1,72.0,,69.66,199.1,,33.6,0.71,586.5,338.5
store0010-RackA,42.82,33.72,71.96,,69.66,200.3,,34.3,0.71,586.5,338.4
